新聞頻道,#genre#
TVBS精采台,http://176868.cloud/a40573f437ae2b7b272ccc92aaceab1f/ea967d623d200d0ff4e50afcadd7b58e/bedb3e53eecfc03dd9d7e179cd705f42/index.m3u8
TVBS精采台,http://176868.cloud/4057616940681dfde56fcbea1351af50/ea967d623d200d0ff4e50afcadd7b58e/7d843ee4b7b12df874779b8371fb5ee4/index.m3u8
八大綜合,http://176868.cloud/ab5b7b27bfe14d7beadd6ae618bf949e/ea967d623d200d0ff4e50afcadd7b58e/b377b9057edded88791ae220d0b106f0/index.m3u8
八大綜合,http://176868.cloud/79face84dec032a4f5b3f667d5af9ef5/ea967d623d200d0ff4e50afcadd7b58e/6cc19ce955241ebbfb71123bd0f01eff/index.m3u8
八大綜藝台,http://176868.cloud/679dcb6369e535407d910199906b51c0/ea967d623d200d0ff4e50afcadd7b58e/d87bbf0f46fb7da07485429606ac121d/index.m3u8
八大綜藝台,http://176868.cloud/c09f812ca20f41b8b730dab113fc5453/ea967d623d200d0ff4e50afcadd7b58e/373fd32e9f9bd96c02264e774c7e816f/index.m3u8
八大綜藝台,http://176868.cloud/d0dcdcd34a9656dce736f022c814c28d/ea967d623d200d0ff4e50afcadd7b58e/9fb1e0e04c12258dd604c69148fc372a/index.m3u8
八大第一台,http://176868.cloud/2a216ef65b71323e637c00025c5116b8/ea967d623d200d0ff4e50afcadd7b58e/821abd7ab9832a0434b8e37750bcd72e/index.m3u8
八大第一台,http://176868.cloud/4035ad8ab1874767f8b654b37c0701cb/ea967d623d200d0ff4e50afcadd7b58e/afcdf42d94e3a495c6f8b13192b0f03b/index.m3u8
八大娛樂,http://176868.cloud/cc0c2ca0cadfd7b2a0e1c94291e759b6/ea967d623d200d0ff4e50afcadd7b58e/98d37d1de77ef414e1189d946c277149/index.m3u8
八大戲劇台,http://176868.cloud/d6e18a97bc69b99bc2b8af0955d08eed/ea967d623d200d0ff4e50afcadd7b58e/976696ab37365fc0d103e65f2d3161da/index.m3u8
八大精彩台,http://176868.cloud/38bdf08ec69128d76ea56c849291d848/ea967d623d200d0ff4e50afcadd7b58e/371c1d97a110aa02a46768295052801e/index.m3u8
八大精彩台,http://176868.cloud/d39c731b090ab36cb6787ede4427259c/ea967d623d200d0ff4e50afcadd7b58e/84f63be9f823d4bb3f9789c7bf280b44/index.m3u8
八大精彩台,http://176868.cloud/02c53a9889e100ccc53e3ca8b4f97c5e/ea967d623d200d0ff4e50afcadd7b58e/ac70a5c4590b21aa4290d9558d20df90/index.m3u8
年代MUCH HD,http://176868.cloud/a4f6ecb9a0a80a2574019cfd43f97014/ea967d623d200d0ff4e50afcadd7b58e/f0c0677bab16cfa486f97e7a3a79d501/index.m3u8
壹電視綜合,http://176868.cloud/47837d33e5bb8ddb4706151e89f05b65/ea967d623d200d0ff4e50afcadd7b58e/64e2c5baeb4eab76f8886f8e8ff5e802/index.m3u8
龍華戲劇台,http://176868.cloud/bb35734269077d7630b268d05d563ba1/ea967d623d200d0ff4e50afcadd7b58e/b2978c935f4b6e75622937385a3e0e80/index.m3u8
龍華戲劇台,http://176868.cloud/6ba230e1eb5fb96394c275774cf53350/ea967d623d200d0ff4e50afcadd7b58e/d032951999a61cd19e820bf3c174be6c/index.m3u8
龍華戲劇台,http://176868.cloud/5368929d3c01b329347a8a85cdcff379/ea967d623d200d0ff4e50afcadd7b58e/61905175552e39861d19656af841f3cb/index.m3u8
龍華戲劇台,http://176868.cloud/cbfab306d6e702c9679936f878322bd0/ea967d623d200d0ff4e50afcadd7b58e/6f8d468f988be24463c8bbe0b3ff56d2/index.m3u8
龍華戲劇台,http://176868.cloud/92c04a7325974985eee83b57f71135ac/ea967d623d200d0ff4e50afcadd7b58e/93c7a50f689f3d6ebab73044193e7529/index.m3u8
龍華戲劇台,http://176868.cloud/1215962ca91a29aa8aac5d9bde55f609/ea967d623d200d0ff4e50afcadd7b58e/e0750af4089065afb7e0bce3852ab6d4/index.m3u8
龍華日韓台,http://176868.cloud/aa474e7bbc7b7cd37ee682e307f85ec3/ea967d623d200d0ff4e50afcadd7b58e/f70482ea86c730b5f2f004e69f0433a8/index.m3u8
龍華日韓台,http://176868.cloud/ffd8eccbb246542e62a3068dc8dd5add/ea967d623d200d0ff4e50afcadd7b58e/c15446831ead1e08541b17d8882ae07f/index.m3u8
龍華日韓台,http://176868.cloud/8266f3209d88f32b80592450f2acafb6/ea967d623d200d0ff4e50afcadd7b58e/8f5c05c7234f2af3f10e45322f8e7e66/index.m3u8
龍華日韓台,http://176868.cloud/f8bc346e1a1d481fe2f9c34f87e26ece/ea967d623d200d0ff4e50afcadd7b58e/2195d2e950270b629f3b43ac767c1bd5/index.m3u8
龍華經典台,http://176868.cloud/0b2220d803eb995935188a9fe5fb7311/ea967d623d200d0ff4e50afcadd7b58e/f9c559a85da709b2e5a3918ce31c8300/index.m3u8
龍華經典台,http://176868.cloud/60fd5f3259b4888bdde2b3d1a28796be/ea967d623d200d0ff4e50afcadd7b58e/6cdd22c5203340bd2d0992abf4e5d9d7/index.m3u8
龍華偶像台,http://176868.cloud/84a85f329e22629651d795720d188ee7/ea967d623d200d0ff4e50afcadd7b58e/473d017e5ba0389164e1e2e6cc7ef083/index.m3u8
龍華偶像台,http://176868.cloud/e0b58521f2260965995e6e6b89f4ac05/ea967d623d200d0ff4e50afcadd7b58e/923c1f09b8c69ce6ba2eaf098a1ead71/index.m3u8
龍華偶像台,http://176868.cloud/06ea2e9a97f0b98909e26d60842ff139/ea967d623d200d0ff4e50afcadd7b58e/02918920cb5477da1e2ea69f2578bd8e/index.m3u8
龍華偶像台,http://176868.cloud/a832b5c7a981eb06ffbcc4e924f2f410/ea967d623d200d0ff4e50afcadd7b58e/e18411db65aa0a0763fe2273a0dab5b3/index.m3u8
龍華電影台,http://176868.cloud/5dd09487982c3f63ccc4075fcd2e76a7/ea967d623d200d0ff4e50afcadd7b58e/b24569eac4025b9357c7512de7b33c04/index.m3u8
龍華電影台,http://176868.cloud/e97da1b5467fabb56e3249b0341d3b35/ea967d623d200d0ff4e50afcadd7b58e/8a2e44154796c412be54ee5f3c4bd80f/index.m3u8
龍華電影台,http://176868.cloud/a53598d8fbd59e4db29c1706ed55e18e/ea967d623d200d0ff4e50afcadd7b58e/7ed911d78f32930055bb4518fc613d8b/index.m3u8
龍華電影台,http://176868.cloud/d5c4df80926df6da6b305eeee1fba93f/ea967d623d200d0ff4e50afcadd7b58e/d42595adcbd47d6d45bded49ba59bb8c/index.m3u8
龍華電影台,http://176868.cloud/e0e906b815afecfb81a8a7f76419238c/ea967d623d200d0ff4e50afcadd7b58e/914e86bad75604f6ec95711f0f971e8d/index.m3u8
龍華洋片台,http://176868.cloud/1d1a241d32e5dd8b5453b0742b4aa968/ea967d623d200d0ff4e50afcadd7b58e/9a8b7a33969a73b7d3a9284e0ec91de2/index.m3u8
龍華洋片台,http://176868.cloud/64640a1de910518bef5c28bc6acb77f1/ea967d623d200d0ff4e50afcadd7b58e/c19f6bd83b6adbcd3433d2cf3bdeced9/index.m3u8
東森戲劇台,http://176868.cloud/bc74e570b7b6df3ca97ca78a17fc49ea/ea967d623d200d0ff4e50afcadd7b58e/3376f2c961e40eba6cc94c36fa8b22c0/index.m3u8
東森戲劇台,http://176868.cloud/a8e09f252f59dabac0ed538e486683c0/ea967d623d200d0ff4e50afcadd7b58e/314cf0271b6803995f893931d9030bed/index.m3u8
東森電影,http://176868.cloud/04f893150e3c24255d22423bb1f5760f/ea967d623d200d0ff4e50afcadd7b58e/936cc9b4f5c57a3d4e559aa063b89fb9/index.m3u8
東森電影,http://176868.cloud/411b2adc61e365597198aea4af98fefa/ea967d623d200d0ff4e50afcadd7b58e/bed363000ef3b4e3e9c14eef99f13a88/index.m3u8
東森洋片,http://176868.cloud/2c4282efa25dcb9a192e9e47c475f401/ea967d623d200d0ff4e50afcadd7b58e/12447736998bd775f346418a79b7af81/index.m3u8
三立台灣台,http://176868.cloud/83164fc9197c772c70fce7a52a01f018/ea967d623d200d0ff4e50afcadd7b58e/fd82eb4a424d17842209115d124d3eeb/index.m3u8
三立台灣台,http://176868.cloud/dc394fa1d686cef82d16f3cf6445d368/ea967d623d200d0ff4e50afcadd7b58e/ec5f57fe8d05ded726bb709b878b8d8a/index.m3u8
三立都會台,http://176868.cloud/76d19ad18e5ae6c6ce0d087128065696/ea967d623d200d0ff4e50afcadd7b58e/2ac6e5a441e962b1ef6d106b2a754097/index.m3u8
三立都會台,http://176868.cloud/5870445412fa3702a1083835bbd831c8/ea967d623d200d0ff4e50afcadd7b58e/8b10a6e84ace13d830b1ba7dae18d29c/index.m3u8
三立綜合台,http://176868.cloud/c17bb9733c8bdfc3e7bef41233dff8e8/ea967d623d200d0ff4e50afcadd7b58e/0c0865b9f6524a8ac9facb98ebefb786/index.m3u8
緯來電影,http://176868.cloud/6045c1df21125305246c265063b80bf9/ea967d623d200d0ff4e50afcadd7b58e/3a3dc6abbfd332170c6bc976e4a9f6c0/index.m3u8
緯來電影,http://176868.cloud/e1df4ae6a8bf6b454a60f79ee67f5119/ea967d623d200d0ff4e50afcadd7b58e/d2b128395632dbd893e3fa0eb5bdf2e1/index.m3u8
緯來戲劇,http://176868.cloud/e2de5dcbf50786541de2ada5048e74fa/ea967d623d200d0ff4e50afcadd7b58e/99297a230b5730a9084fb4180f83a4d7/index.m3u8
緯來戲劇,http://176868.cloud/11bd3f37ae63b904d47317d4b68a3672/ea967d623d200d0ff4e50afcadd7b58e/5550ed499f41d608dd076d0b0e48015e/index.m3u8
緯來育樂,http://176868.cloud/1eb8d71226d9f4e49da8772589f6e88d/ea967d623d200d0ff4e50afcadd7b58e/f191cec94c0e88a38652e690dd2bb625/index.m3u8
緯來綜合,http://176868.cloud/fae3612ac94bd014b5398a3ccb114624/ea967d623d200d0ff4e50afcadd7b58e/c6badb7d75538e50977d00f24b6d4f5f/index.m3u8
緯來綜合,http://176868.cloud/e1c80fb210b7cd7d8a31c4cd1de7e6cf/ea967d623d200d0ff4e50afcadd7b58e/d495f654245555cb883ad3e16e947f43/index.m3u8
緯來日本,http://176868.cloud/1cc4ec4491a75145aa78d42e431ec6e3/ea967d623d200d0ff4e50afcadd7b58e/1732ebe3d0e561a76374cb17726c1f66/index.m3u8
緯來日本,http://176868.cloud/067e42eb9dba22b54e0d92142ef4b50f/ea967d623d200d0ff4e50afcadd7b58e/d8b3cfd683df1c20d3187bb7b4932030/index.m3u8
非凡商業台,http://176868.cloud/194f4e629e74c6d4769b628cf0d6b0dd/ea967d623d200d0ff4e50afcadd7b58e/925e583a16ebd3535225145dec1e4695/index.m3u8
非凡商業台,http://176868.cloud/33a78dc7977b361ce1a75067c6dabc84/ea967d623d200d0ff4e50afcadd7b58e/dae4483ba2039322a03cfabb993b457d/index.m3u8
中天綜合台,http://176868.cloud/d9f43db432525607d54b1ebd6ad58bff/ea967d623d200d0ff4e50afcadd7b58e/64f4504696d5d9a67504a604f0eebbc4/index.m3u8
中天綜合台,http://176868.cloud/7c7fb3c282e8ca8495419509ca289eb1/ea967d623d200d0ff4e50afcadd7b58e/217ab4b416841ac312b297269de7ee93/index.m3u8
中天娛樂台,http://176868.cloud/38be7e847289e63c9303a45803425846/ea967d623d200d0ff4e50afcadd7b58e/fd5c9c70c9d8edc6112db41b464d694e/index.m3u8
中天娛樂台,http://176868.cloud/84c0daf395f908f351331f29485022cf/ea967d623d200d0ff4e50afcadd7b58e/354093dcb9cb8859c3ab617fbc162ee4/index.m3u8
中天亞洲台,http://176868.cloud/a63c637270a486202e6c6c61ef5c0e2a/ea967d623d200d0ff4e50afcadd7b58e/33b9a25152e8edc52ac10d54146d2fda/index.m3u8
中天亞洲台,http://176868.cloud/f37c27a7ec9f4f700aa16795c05f8948/ea967d623d200d0ff4e50afcadd7b58e/78a09e1919e060fe65c464af04f255a0/index.m3u8
EYE旅遊,http://176868.cloud/6da3e75616a1b4c789a6a0dcc2f2f6ea/ea967d623d200d0ff4e50afcadd7b58e/b07dc6b8033fc4aebedca5eeedd93504/index.m3u8
東風37,http://176868.cloud/fe6cf90257f1f66558a22c06989de3d9/ea967d623d200d0ff4e50afcadd7b58e/d8af86d610751cd05c062c40fd4112c1/index.m3u8
人間衛視,http://176868.cloud/f1d18f7f871eaaa8b16b5d0184a72412/ea967d623d200d0ff4e50afcadd7b58e/affac3a893ea76663c6c10a2a8ae4b4c/index.m3u8
人間衛視,http://176868.cloud/ddff6da4b353ce323af74e7421dbd5bb/ea967d623d200d0ff4e50afcadd7b58e/f80de60f37260b99733fd7ef90be5bab/index.m3u8
人間衛視,http://176868.cloud/a8e50a4b38ec2e8215313b401e57d847/ea967d623d200d0ff4e50afcadd7b58e/bda11ccdf37f64c61724f46d8caa3442/index.m3u8
動物星球,http://176868.cloud/f4a56690426af66b4a59eac85aa04f28/ea967d623d200d0ff4e50afcadd7b58e/206a64db121d01da6a9982c5e30012bd/index.m3u8
ANIMAX,http://176868.cloud/d2216e5178dd85f982c24579fbc30991/ea967d623d200d0ff4e50afcadd7b58e/47c451e290ed5736f2508bcefa741a83/index.m3u8
HBO,http://176868.cloud/37b7f2d17c2436bf00232651b154d6a8/ea967d623d200d0ff4e50afcadd7b58e/8dadaf803ef4262ea03b67edb3bffa7b/index.m3u8
HBOHits,http://176868.cloud/230170459955ba5e4b383e078ce903ce/ea967d623d200d0ff4e50afcadd7b58e/620c7020f97c0a00aba4398427b79075/index.m3u8
HBOFamily,http://176868.cloud/8f3c25e87d01de5557a2b65baf9e34a5/ea967d623d200d0ff4e50afcadd7b58e/0f2f178506cbb0d478d72d6e562eb801/index.m3u8 HBOSignature,http://176868.cloud/4caab67121bed1db5b271aa46f37adbc/ea967d623d200d0ff4e50afcadd7b58e/b8bdd6dab9a126dacc2430c596825824/index.m3u8
CINEMAX,http://176868.cloud/95c65ec007249aad0c20a7d750cc5c03/ea967d623d200d0ff4e50afcadd7b58e/b4fe34d0307f7c60ec25bb3aed1788df/index.m3u8
AXN,http://176868.cloud/ff8b4ee7e3b73a7f2a701f3534ca6963/ea967d623d200d0ff4e50afcadd7b58e/27f0ff9b0c201213b664405e21c1acde/index.m3u8
探索頻道,http://176868.cloud/7ac4ae453c231ad57d4c0b466f14014a/ea967d623d200d0ff4e50afcadd7b58e/591be883f658dc834c9d089367332c46/index.m3u8
JET綜合,http://176868.cloud/d68cbbbf5c494a373b65f4ba591f48fc/ea967d623d200d0ff4e50afcadd7b58e/8bd7504d00ea215d20e26ccd61195e58/index.m3u8
幸福空間居家台,http://176868.cloud/30b86272ce1a5753c17aff5a28dad57c/ea967d623d200d0ff4e50afcadd7b58e/d4d2553c7266d9df5426d4e63552a60e/index.m3u8
幸福空間居家台,http://176868.cloud/34f29330e2b6c72ed1a99ff9d7aec502/ea967d623d200d0ff4e50afcadd7b58e/bdd66b904dbf9f9d7c08e8cfc16a0653/index.m3u8
TLC旅遊生活,http://176868.cloud/3aece8e1d7f9fe7e4e8dc944981b126b/ea967d623d200d0ff4e50afcadd7b58e/831ccae7ebca870636a2f888b3148b22/index.m3u8
TLC旅遊生活,http://176868.cloud/7b6014d165b7c1b5a83b0137ea31ff61/ea967d623d200d0ff4e50afcadd7b58e/862a77aa33783e2c40a30643a3e3ecac/index.m3u8
國興衛視,http://176868.cloud/25534c6faccd086e736fc77fea53a2b7/ea967d623d200d0ff4e50afcadd7b58e/225da3b8ced8995db094a0ed5d858497/index.m3u8
國興衛視,http://176868.cloud/22294641856f8cb647c1885db00f63b9/ea967d623d200d0ff4e50afcadd7b58e/892ed797907c157423c78e63abdbb873/index.m3u8
星衛電影,http://176868.cloud/36ae10ab45b3f104080b54d8a9288244/ea967d623d200d0ff4e50afcadd7b58e/0255e0399a948882a13b0672fa6d334c/index.m3u8
衛視電影,http://176868.cloud/388a725f953fc3c11a853b471ee48b1a/ea967d623d200d0ff4e50afcadd7b58e/22911b145abf2b94d3cbe8b26a9e0098/index.m3u8
衛視中文台,http://176868.cloud/5f72af39c2ffb8ea2c479ee58df3e627/ea967d623d200d0ff4e50afcadd7b58e/34d0e051ca67d8e4041adef77a83fe1d/index.m3u8
衛視洋片,http://176868.cloud/28fe5bbb5313831dcae608dc721aa5cd/ea967d623d200d0ff4e50afcadd7b58e/fd1e6edcb645d3c9823d47a3660963ac/index.m3u8
靖洋戲劇台,http://176868.cloud/596ead68eed5ea49e898660d78c201c0/ea967d623d200d0ff4e50afcadd7b58e/01cf2a4edb83fba57bac378c67f2b6b0/index.m3u8
靖洋戲劇台,http://176868.cloud/853862b059e36018e5bff5be189a31dc/ea967d623d200d0ff4e50afcadd7b58e/cadc43266d5f25538b0cc702a0b7cbca/index.m3u8
靖洋戲劇台,http://176868.cloud/62ada14405090a1610726125d1550664/ea967d623d200d0ff4e50afcadd7b58e/e841e188a9b7319652c3d37272226068/index.m3u8
靖洋戲劇台,http://176868.cloud/c47941932ca05109c863e99fbc3bb868/ea967d623d200d0ff4e50afcadd7b58e/0b861384ad5213f9c56f381944ad7e9b/index.m3u8
龍祥電影,http://176868.cloud/edb40860c45d077606c5e82836330d1e/ea967d623d200d0ff4e50afcadd7b58e/8bd04ae5cd28d0aa02619bba89ce0967/index.m3u8
亞洲旅遊台,http://176868.cloud/beae2b61eb6b031cb9201d0c4273766a/ea967d623d200d0ff4e50afcadd7b58e/be0d923b9c2426ef962e55da0b9850d3/index.m3u8
亞洲旅遊台,http://176868.cloud/a34b63bee480f12508a74142717750fe/ea967d623d200d0ff4e50afcadd7b58e/ad623bd1e44b99a70acc3181622b699a/index.m3u8
亞洲旅遊台,http://176868.cloud/03a7bba79182a2d679dd91ec2b1de255/ea967d623d200d0ff4e50afcadd7b58e/dc9a1d651993dbd6ffb0bd2c71da5285/index.m3u8
亞洲旅遊台,http://176868.cloud/b409cf77ed28935e23938a386c03d4b3/ea967d623d200d0ff4e50afcadd7b58e/c5699f9a3bcaf1d7d57b23e4142d7f2a/index.m3u8
亞洲旅遊台,http://176868.cloud/896676e23bbe9f2325d2c5d9e88a14ad/ea967d623d200d0ff4e50afcadd7b58e/70590242e52f76053a71542a941f91c8/index.m3u8
亞洲旅遊台,http://176868.cloud/5466b17475443e12cf07a51cf4bf569e/ea967d623d200d0ff4e50afcadd7b58e/3b6c9b2fe8e5576d7184528ee4e5eaa9/index.m3u8
MOMO綜合台,http://176868.cloud/772be9cd2c187a6f37f2357ab6c679d4/ea967d623d200d0ff4e50afcadd7b58e/629aafb7e638ae01526ec8a65d508187/index.m3u8
HGTV居家樂活頻道,http://176868.cloud/dcc5f4868b9780e0d1a179a4ad1f08a8/ea967d623d200d0ff4e50afcadd7b58e/c98e2602ba96a25000fa89726e3413d7/index.m3u8
Travel Channel,http://176868.cloud/5d7b6651797710e67189946a1ff98068/ea967d623d200d0ff4e50afcadd7b58e/6b6f0332ce073a0d5a973daf5d3bafd8/index.m3u8
亞洲美食,http://176868.cloud/b84d3532467a6d176efc055f4960d346/ea967d623d200d0ff4e50afcadd7b58e/7613a7b3ff4b6b7a7a17fecb9362816a/index.m3u8
Hellywood HD,http://176868.cloud/08fe0968e05dfcbd2b0e04af17c6bbee/ea967d623d200d0ff4e50afcadd7b58e/3a363dbe8971ec9de33755ec15df91d9/index.m3u8
Smart知識台,http://176868.cloud/21130b0976d93847d043357d65a78ff0/ea967d623d200d0ff4e50afcadd7b58e/4cfedb1a4b32413ecd0a4026f5c0c3c2/index.m3u8
Smart知識台,http://176868.cloud/1a344b2d29d3afd02b2b37ac920a8723/ea967d623d200d0ff4e50afcadd7b58e/75d50a9b2e3ab8bd37bc18a323f11d11/index.m3u8
Smart知識台,http://176868.cloud/4c8dbd768b4900c2fcb9d705879629d1/ea967d623d200d0ff4e50afcadd7b58e/5d18d849e6fd193b59f2563b7e3c9e56/index.m3u8
美食星球,http://176868.cloud/beace125e9ae9591bd1b3d6e3187b3c4/ea967d623d200d0ff4e50afcadd7b58e/542bc008129b47ec9b6b46b1cd3c9562/index.m3u8
Discovery Asia,http://176868.cloud/386cf4673d88b1bd115b870ed3ebb176/ea967d623d200d0ff4e50afcadd7b58e/4e2746ecec3c50573383c95b9e6fe975/index.m3u8
Discovery EVE,http://176868.cloud/81535b84dde2da5c1b9d71f7d174cf3b/ea967d623d200d0ff4e50afcadd7b58e/37347c4afa57740e6f027ab7dc340fbe/index.m3u8
Discovery科學台(Science),http://176868.cloud/4d84b7b11a4a916a722305d96fc77f9d/ea967d623d200d0ff4e50afcadd7b58e/741d65a085ebd44a706c60b245831603/index.m3u8
BBC Lifestyle,http://176868.cloud/e0f54790b14c82a96edf3881722f3d04/ea967d623d200d0ff4e50afcadd7b58e/1270f241f89f9431a491fa8c7944ce95/index.m3u8
BBC Lifestyle(a),http://176868.cloud/f2ea202030ce727f1f25b138458a0c11/ea967d623d200d0ff4e50afcadd7b58e/397dc244b7f97a4e995fe335194a5673/index.m3u8
Discovery DMAX,http://176868.cloud/d40329e48c133d8da12e9e6b7abe7f97/ea967d623d200d0ff4e50afcadd7b58e/a55e3c6f0d0cdd2e7c7f3a3c0dd89d46/index.m3u8
愛爾達影劇台,http://176868.cloud/faf041d7ddc1aa63f2594beea6bdba3d/ea967d623d200d0ff4e50afcadd7b58e/913968fc66c580da809baff5bf9d8260/index.m3u8
愛爾達綜合台,http://176868.cloud/a24191784630607fc750533396aa11f0/ea967d623d200d0ff4e50afcadd7b58e/452414c18bdc43cb858d04ad7bfe71c9/index.m3u8
爾達生活旅遊台,http://176868.cloud/6ba4496a6c7a0183251085c25b5269e4/ea967d623d200d0ff4e50afcadd7b58e/07f3f830aa818b7ec98db3dff5190d6b/index.m3u8
靖天映畫,http://176868.cloud/d1a21c66b0137f08d753e7cc66ebcb0a/ea967d623d200d0ff4e50afcadd7b58e/6f455e20716c7432bb77453aa0d8ddce/index.m3u8
靖天映畫,http://176868.cloud/ec0ec23d458176b7814120170760592b/ea967d623d200d0ff4e50afcadd7b58e/f9e2fc0696a7eb02c5744e8afb11733b/index.m3u8
靖天映畫,http://176868.cloud/d77d2e315aef3f07bd276c792c811b83/ea967d623d200d0ff4e50afcadd7b58e/b5e0da11f044b38721a8f872ea60279d/index.m3u8
靖天映畫,http://176868.cloud/fbf9d4d2d904ae7ecad3fa1436cf3b8b/ea967d623d200d0ff4e50afcadd7b58e/bfe462175cd94c2c7be2e9baef8a5223/index.m3u8
靖天電影台,http://176868.cloud/a70a7def0426f67ecf45c0ae0c6d55a2/ea967d623d200d0ff4e50afcadd7b58e/cb2279abd06b8572f4374027850f5af6/index.m3u8
靖天電影台,http://176868.cloud/27e4d5a6280d6fcef3d5fef7fe719da0/ea967d623d200d0ff4e50afcadd7b58e/51a3fdf046c0454a91120738894bd560/index.m3u8
靖天電影台,http://176868.cloud/89897919fa64ca7daf2fa5bd7d465b38/ea967d623d200d0ff4e50afcadd7b58e/413cbb33d38442f508fbafc3f7b8d727/index.m3u8
靖天綜合台,http://176868.cloud/2d42b7a3ffadcac311d1e57b4d5f098f/ea967d623d200d0ff4e50afcadd7b58e/8c925b3784dec3d9d26d36f739333d50/index.m3u8
靖天綜合台,http://176868.cloud/e97c192378771fd15b0e492f928a67e5/ea967d623d200d0ff4e50afcadd7b58e/530da9f6baa5ceb89fa8b315cd66d21b/index.m3u8
靖天綜合台,http://176868.cloud/3f963e5a5a6c276633254a3281086938/ea967d623d200d0ff4e50afcadd7b58e/661b3395b87a88ae0a16412cdf234b6d/index.m3u8
靖天綜合台,http://176868.cloud/2d557c828ba76952a897d2f28e4dbfc3/ea967d623d200d0ff4e50afcadd7b58e/066c9de015011e6103c0f833a5f19fa6/index.m3u8
靖天育樂台,http://176868.cloud/cc7174b139742af56f32ef043159f632/ea967d623d200d0ff4e50afcadd7b58e/0035f74a9ff855920c62450e4fb0e52f/index.m3u8
靖天育樂台,http://176868.cloud/03d89c4026754eb28d419fad09041db5/ea967d623d200d0ff4e50afcadd7b58e/afd1bbb96282394253b4078c52b706cf/index.m3u8
靖天育樂台,http://176868.cloud/8a3b592dfea6a3fda14c24bbd5b2aff2/ea967d623d200d0ff4e50afcadd7b58e/a493f0c2b4585086674c2732fb18a95e/index.m3u8
靖天育樂台,http://176868.cloud/1b4a588ba5a894b64f3390456095de13/ea967d623d200d0ff4e50afcadd7b58e/5f4bf7caf2ab91314a0e865ca703ea70/index.m3u8
靖天資訊台,http://176868.cloud/80821c6a1413126a1f1d5f4bdfe216c9/ea967d623d200d0ff4e50afcadd7b58e/4912639e11aa37e6c756d7bd38f3d9ee/index.m3u8
靖天資訊台,http://176868.cloud/30ad020f8e623268f519268ce5b8b456/ea967d623d200d0ff4e50afcadd7b58e/7620ca9d87c6db901239a45f3aab2775/index.m3u8
靖天資訊台,http://176868.cloud/ba9ce299b5b427cdd8d96bc8cbdeaf45/ea967d623d200d0ff4e50afcadd7b58e/40ff81881d967543d40a0844548a2388/index.m3u8
靖天資訊台,http://176868.cloud/789841396d4a11d41411371175e4a17d/ea967d623d200d0ff4e50afcadd7b58e/cd43d681d4d322abe9252d882bbe6ed5/index.m3u8
靖天歡樂台,http://176868.cloud/6c8274179f8ae1131b8f7a054bf214d8/ea967d623d200d0ff4e50afcadd7b58e/69434d421cc142fbdb5c3b054b527290/index.m3u8
靖天歡樂台,http://176868.cloud/45e3dae8bcaf309753e2584b6e065894/ea967d623d200d0ff4e50afcadd7b58e/3d9b8cda1366fdb8df4c20f0879d6aad/index.m3u8
靖天歡樂台,http://176868.cloud/4820700d16b8325f8ab0b46c1cfb96be/ea967d623d200d0ff4e50afcadd7b58e/3552b853776b86656b143ddc1a5f8eb5/index.m3u8
靖天歡樂台,http://176868.cloud/fb25b4aa5f850fdf61a0c5186b458cbf/ea967d623d200d0ff4e50afcadd7b58e/b8bd077d4a5d79eaf6d4d074fabafc5e/index.m3u8
亞洲綜合台,http://176868.cloud/9f42183840b4e544230833a7ac192c51/ea967d623d200d0ff4e50afcadd7b58e/329616edb37c06397e45fafe3f580038/index.m3u8
寰宇綜合台,http://176868.cloud/b0ce7bc1aa325ed55b9f34b7f49df3ad/ea967d623d200d0ff4e50afcadd7b58e/da58b09039ad9dc58ea09ad3e2e4525b/index.m3u8
靖天日本台,http://176868.cloud/5ef62f7af9ea1c05015df9fa3eace0de/ea967d623d200d0ff4e50afcadd7b58e/6b3b1eb232f601ba6f1f0e0bfc2577ed/index.m3u8
靖天日本台,http://176868.cloud/896a32bc2092a7a7359131e07b774909/ea967d623d200d0ff4e50afcadd7b58e/37cde0aefca46f5636aa6c2d5c25d5bb/index.m3u8
靖天日本台,http://176868.cloud/dbe51f1ee1cae5dbb38ec58cb5cedde1/ea967d623d200d0ff4e50afcadd7b58e/9930cd742929965b5e3b48c26c88c88f/index.m3u8
靖天日本台,http://176868.cloud/b6d38470da00e28e1ebb79f9d0b91ffb/ea967d623d200d0ff4e50afcadd7b58e/1f6feee6c9101b3e05fad56d15d05854/index.m3u8
ETtoday綜合台,http://176868.cloud/92dce3fdd96820f26c5d7562d52894c5/ea967d623d200d0ff4e50afcadd7b58e/c6c55205cb1e33bf51feb01636175da2/index.m3u8
靖天戲劇台,http://176868.cloud/8611c3df84a6ae874b95771dbf7f8c0e/ea967d623d200d0ff4e50afcadd7b58e/beecafad7d89eae31624ca159ba6dda0/index.m3u8
靖天戲劇台,http://176868.cloud/7743c16aa0da067a3b6a0feb6500b13e/ea967d623d200d0ff4e50afcadd7b58e/3cf1bacf6f0cb6709914d314d5f3df4d/index.m3u8
靖天戲劇台,http://176868.cloud/ca2b84c2b077fec1292e5e693adf59c8/ea967d623d200d0ff4e50afcadd7b58e/9873750427f05a306a63c442c634b200/index.m3u8
