【新聞&綜合】,#genre#
TVB无线新闻台,https://tvb.livednow.com/I-NEWS&data=normal$decoder=2
TVB Plus,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6&data=normal$decoder=2
TVB Plus,http://ha.jmied.com/aa/aa.m3u8?auth_key=1661958232-0-0-114df08fce17ecb21f6bf42de85e7600&data=normal
TVB星河频道,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8&data=normal
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8&data=normal
TVB亚洲武侠,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8&data=normal
TVB泰,https://edge6a.v2h-cdn.com/tvb_thai/tvb_thai.stream/playlist.m3u8&data=normal
TVB直播台,https://edge6a.v2h-cdn.com/liveshow/liveshow.stream/chunklist.m3u8&data=normal
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv&data=normal
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw&data=normal
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx&data=normal
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk&data=normal
港台電視31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31&data=normal
港台電視32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32&data=normal
港台電視33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8&data=normal
港台電視34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8&data=normal
港台電視35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8&data=normal
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8&data=normal
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8&data=normal
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8&data=normal
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8&data=normal
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8&data=normal
澳门莲花,https://tv.iill.top/mo/lhws&data=normal
澳门莲花,http://php.jdshipin.com:8880/amlh.php&data=normal
澳门葡语,https://live5.tdm.com.mo/ch2/ch2.live/playlist.m3u8&data=normal
澳门Macau,https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8&data=normal
澳门体育,https://live5.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8&data=normal
澳门信息,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8&data=normal
澳门综艺,https://live5.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8&data=normal
经典功夫台,https://www.goodiptv.club/yy/1355002394&data=normal
星光综合台,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv&data=normal
邵氏影院,https://www.goodiptv.club/douyu/4246519&data=normal


【大陸-大馬路上來的好朋友】,#genre#
Aspect=4
CCTV-1综合,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8&data=normal
CCTV-2财经,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8&data=normal
CCTV-5体育,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8&data=normal
CCTV-5+体育赛事,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8&data=normal
CCTV-6电影,https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8&data=normal
CCTV-8电视剧,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8&data=normal
CCTV-9纪录,https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8&data=normal
CCTV-13新闻,https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8&data=normal
CCTV-16奧林匹克,https://node1.olelive.com:6443/live/CCTV16HD/hls.m3u8&data=normal
东方卫视,https://node1.olelive.com:6443/live/DONGFANGHD/hls.m3u8&data=normal
广东卫视,https://node1.olelive.com:6443/live/GUANGDONGHD/hls.m3u8&data=normal
湖南卫视,https://node1.olelive.com:6443/live/HUNANHD/hls.m3u8&data=normal
江苏卫视,https://node1.olelive.com:6443/live/JIANGSUHD/hls.m3u8&data=normal
辽宁卫视,https://node1.olelive.com:6443/live/LIAONINGHD/hls.m3u8&data=normal
浙江卫视,https://node1.olelive.com:6443/live/ZHEJIANGHD/hls.m3u8&data=normal




【其他-大馬路上來的好朋友】,#genre#


(外)(历史)史密森尼频道,http://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/5f21ea08007a49000762d349/master.m3u8?deviceType=samsung-tvplus&deviceMake=samsung&deviceModel=samsung&deviceVersion=unknown&appVersion=unknown&deviceLat=0&deviceLon=0&deviceDNT=%7BTARGETOPT%7D&deviceId=%7BPSID%7D&advertisingId=%7BPSID%7D&us_privacy=1YNY&samsung_app_domain=%7BAPP_DOMAIN%7D&samsung_app_name=%7BAPP_NAME%7D&profileLimit=&profileFloor=&embedPartner=samsung-tvplus&data=normal
(外)(历史)历史365(History365),https://da8eq3kpws4wh.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-qwqfh4ecsmf30/playlist.m3u8&data=normal
Deluxe Lounge HD,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/a54049ad-66da-11eb-908d-533d39655269/0/master.m3u8?uid=%7BPSID%7D&optout=%7BTARGETOPT%7D&country=AT&vendor=samsung&ads:app_domain=%7BAPP_DOMAIN%7D&ads:app_name=%7BAPP_NAME%7D&coppa=1&ads:tcf=%7BTC_STRING%7D&data=normal
FASHIONTV 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8&data=normal
Loupe Art,http://d2dw21aq0j0l5c.cloudfront.net/playlist.m3u8&data=normal
Vevo Pop,https://d39h650n18zv79.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ulfbldzmyh257/playlist.m3u8&data=normal
Ebony TV,https://d28edobz3hqdpi.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-shs19slqofvwj-ssai-prd/playlist.m3u8&data=normal


【電影-大馬路上來的好朋友】,#genre#

(综)豆瓣高分,https://www.goodiptv.club/douyu/8770422&data=normal
(综)贝爷MAX厅(高画.科幻.动作),https://www.goodiptv.club/douyu/4332&data=normal
(外)贝爷影厅(科幻.动作.经典),https://www.goodiptv.club/douyu/252802&data=normal
(外)贝爷二厅(小众电影),https://www.goodiptv.club/douyu/36337&data=normal
(外)哈利波特,https://www.goodiptv.club/douyu/8814650&data=normal
(外)漫威,https://www.goodiptv.club/douyu/6140589&data=normal
(外)变种人,https://www.goodiptv.club/douyu/9651304&data=normal
(外)玩命关头,https://www.goodiptv.club/yy/1382749892&data=normal
(外)奶虫厅(恐怖.丧尸.鬼片.灾难科幻),https://www.goodiptv.club/douyu/263824&data=normal
(外)神乐厅(科幻.动作.经典喜剧),https://www.goodiptv.club/douyu/20415&data=normal
(外)花卷厅(豆瓣高评分),https://www.goodiptv.club/douyu/52787&data=normal
(综)小宇60帧厅(科幻.灾难.喜剧),https://www.goodiptv.club/douyu/323876&data=normal
(外)007厅,https://www.goodiptv.club/douyu/9292499&data=normal
八点档电影,https://www.goodiptv.club/huya/880261&data=normal
功夫电影,https://www.goodiptv.club/huya/11352941&data=normal
动作电影,https://www.goodiptv.club/huya/11602077&data=normal
动作电影2,https://www.goodiptv.club/huya/11602041&data=normal
悬疑电影,https://www.goodiptv.club/huya/11342395&data=normal
特辑电影,https://www.goodiptv.club/douyu/3637778&data=normal
粤语电影,https://www.goodiptv.club/douyu/1226741&data=normal
蓝翔厅(华语经典.周星驰.喜剧),https://www.goodiptv.club/douyu/276200&data=normal
小鬼点播厅(动作.喜剧.经典),https://www.goodiptv.club/douyu/3928&data=normal
吃米滴虫厅(喜剧.黑帮.动作.武侠.经典),https://www.goodiptv.club/douyu/315457&data=normal
神乐厅(经典.沈腾.周杰伦),https://www.goodiptv.club/douyu/85894&data=normal
表妹厅(青春.动作.喜剧),https://www.goodiptv.club/douyu/5423&data=normal
米娜厅,https://www.goodiptv.club/yy/1382690078&data=normal
邵氏影院(经典武侠.动作),https://www.goodiptv.club/douyu/4246519&data=normal
周星驰,https://www.goodiptv.club/huya/11342412&data=normal
周星驰2,https://www.goodiptv.club/douyu/122402&data=normal
王晶电影,https://www.goodiptv.club/huya/11602058&data=normal
刘德华,https://www.goodiptv.club/douyu/2516864&data=normal
刘德华2,https://www.goodiptv.club/huya/11342424&data=normal
李连杰,https://www.goodiptv.club/huya/11342390&data=normal
沈腾,https://www.goodiptv.club/huya/11601968&data=normal
恐怖电影,https://www.goodiptv.club/douyu/218859&data=normal
恐怖电影2,https://www.goodiptv.club/douyu/310926&data=normal
恐怖鬼怪,https://www.goodiptv.club/douyu/1165374&data=normal
童年阴影,https://www.goodiptv.club/douyu/2935323&data=normal
惊悚电影,https://www.goodiptv.club/douyu/96577&data=normal
鬼吹灯全集,https://www.goodiptv.club/huya/29768105&data=normal
(说电影)宇哥解说,https://www.goodiptv.club/douyu/8651489&data=normal
(说电影)科幻Fans布玛,https://www.goodiptv.club/douyu/3508304&data=normal
(说电影)长片短解,https://www.goodiptv.club/douyu/9410946&data=normal
(说电影)夜魔人老王,https://www.goodiptv.club/douyu/610972&data=normal
(说电影)老邪说电影,https://www.goodiptv.club/douyu/9222870&data=normal
(说电影)星君说电影,https://www.goodiptv.club/douyu/8014467&data=normal
(说电影)刘哔讲电影,https://www.goodiptv.club/douyu/2632223&data=normal
(说电影)老王说电影,https://www.goodiptv.club/douyu/9687733&data=normal
(说电影)牛叔说电影,https://www.goodiptv.club/douyu/2758565&data=normal
(说电影)侃片大师兄,https://www.goodiptv.club/douyu/9338839&data=normal
(说电影)电影迷小雅,https://www.goodiptv.club/douyu/9639225&data=normal
(说电影)刘老师说电影,https://www.goodiptv.club/douyu/8317926&data=normal
(说电影)来呀官人解说,https://www.goodiptv.club/douyu/9986305&data=normal
(说电影)小片片说大片,https://www.goodiptv.club/douyu/4258555&data=normal
(说电影)火龙果说电影,https://www.goodiptv.club/douyu/9559158&data=normal
(说电影)3说电影,https://www.goodiptv.club/douyu/9643264&data=normal


【電視劇-大馬路上來的好朋友】,#genre#
(外)(2023)幽游白书(7.1),https://www.goodiptv.club/huya/11602034&data=normal
(外)(2011~)冰与火之歌(9.5~),https://www.goodiptv.club/douyu/8945323&data=normal
(2023)繁花(8.7),https://www.goodiptv.club/huya/21059580&data=normal
(2023)问心(8.5),https://www.goodiptv.club/huya/11352890&data=normal
(2023)長相思(7.8),https://www.goodiptv.club/huya/11336593&data=normal
(2022)梦华录(7.9),https://www.goodiptv.club/huya/11336590&data=normal
(2021)雪中悍刀行(5.9),https://www.goodiptv.club/huya/11336592&data=normal
(2020)大秦赋(5.4),https://www.goodiptv.club/huya/21059634&data=normal
(2019)庆余年(7.9),https://www.goodiptv.club/huya/11352960&data=normal
(2019)庆余年(7.9)-源2,https://www.goodiptv.club/douyu/7489563&data=normal
(2016)欢乐颂(7.5),https://www.goodiptv.club/douyu/3756989&data=normal
(2016)好先生(7.2),https://www.goodiptv.club/douyu/9650792&data=normal
(2015)羋月传(6.1),https://www.goodiptv.club/huya/11352975&data=normal$decoder=2
(2013)龙门镖局(7.8),https://www.goodiptv.club/douyu/9650860&data=normal
(2013)隋唐演义(7.5),https://www.goodiptv.club/douyu/7552568&data=normal
(2012)爱情公寓3(7.8),https://www.goodiptv.club/douyu/6566658&data=normal
(2011)水浒传(8.1),https://www.goodiptv.club/douyu/3758762&data=normal
(2010)三国(7.9),https://www.goodiptv.club/douyu/5908256&data=normal
(2010)三国(7.9)-源2,https://www.goodiptv.club/huya/11352944&data=normal
(2010)三国(7.9)-源3,https://www.goodiptv.club/douyu/2838296&data=normal
(2009)爱情公寓(8.2),https://www.goodiptv.club/douyu/6863367&data=normal
(2008)神探狄仁杰3(8.5),https://www.goodiptv.club/huya/11342425&data=normal
(2004)神探狄仁杰(9.1),https://www.goodiptv.club/huya/11352958&data=normal
(2003)神医喜来乐(8.1),https://www.goodiptv.club/yy/1382714119&data=normal
(2001)康熙帝国(9.2),https://www.goodiptv.club/huya/11352940&data=normal
(2001)李卫当官(7.7),https://www.goodiptv.club/douyu/7473576&data=normal
(1999)雍正王朝(9.4),https://www.goodiptv.club/huya/11342439&data=normal
(1999)雍正王朝(9.4)-源2,https://www.goodiptv.club/douyu/9650836&data=normal
(1997~)康熙微服私访记(7.7~),https://www.goodiptv.club/douyu/7550220&data=normal
(1996)宰相刘罗锅(8.3),https://www.goodiptv.club/yy/1382745191&data=normal
(1996)宰相刘罗锅(8.3),https://www.goodiptv.club/douyu/7473576&data=normal
(1994)三国演义(9.6),https://www.goodiptv.club/huya/11602081&data=normal
(1993)朱元璋(8.5),https://www.goodiptv.club/douyu/308752&data=normal
(1986)西游记(9.7)&(2000)西游记续集(9.1),https://www.goodiptv.club/douyu/3113309&data=normal
(1986)西游记(9.7)&(2000)西游记续集(9.1)-源2,https://www.goodiptv.club/douyu/8953746&data=normal
(综合)橙記港剧,https://www.goodiptv.club/douyu/4549169&data=normal
(综合)古装神剧,https://www.goodiptv.club/douyu/338759&data=normal
(说电视剧)史君说剧,https://www.goodiptv.club/douyu/9419771&data=normal
(说电视剧)史剧说剧2,https://www.goodiptv.club/douyu/297689&data=normal
(说电视剧)老秦说剧,https://www.goodiptv.club/douyu/9650131&data=normal
(说电视剧)老蔡解说,https://www.goodiptv.club/douyu/8869614&data=normal
(说电视剧)百晓生说剧,https://www.goodiptv.club/douyu/9649681&data=normal
(说电视剧)百晓生说剧2,https://www.goodiptv.club/douyu/9653063&data=normal
(说电视剧)小司马说剧,https://www.goodiptv.club/douyu/4808115&data=normal
(说电视剧)小司马说剧2,https://www.goodiptv.club/douyu/9660127&data=normal
(说电视剧)虫哥说电影,https://www.goodiptv.club/douyu/8915074&data=normal
(说电视剧)1900影剧室,https://www.goodiptv.club/douyu/7796193&data=normal


【電視劇-埋堆堆-大馬路上來的好朋友】,#genre#

看孙悟空唐三藏取西经,https://www.goodiptv.club/huya/23735126&data=normal
【封神榜】割肉还母剔骨还父,https://www.goodiptv.club/huya/23749096&data=normal
张卫健版西游记-当蜘蛛精看上了齐天大圣,https://www.goodiptv.club/huya/23728660&data=normal
楚汉骄雄-我恨做皇后但我做刘邦的皇后,https://www.goodiptv.club/huya/23740156&data=normal
【鹿鼎记】小春版韦小宝是你心中最经典的版本吗？,https://www.goodiptv.club/huya/23865080&data=normal
【天龙八部】最佳版本天龙·97版黄日华超神作,https://www.goodiptv.club/huya/23903123&data=normal
【刑事侦缉档案】最棒的警匪片系列,https://www.goodiptv.club/huya/23734169&data=normal
【寻秦记】穿越剧鼻祖·百看不厌的古天乐宣萱CP,https://www.goodiptv.club/huya/23864973&data=normal
【笑傲江湖】吕颂贤就是哪个令狐冲！最被认可的笑傲江湖！,https://www.goodiptv.club/huya/23865142&data=normal
【法证先锋】侦查片天花板超经典,https://www.goodiptv.club/huya/23863804&data=normal
【倚天屠龙记】最爱的赵敏永远是黎姿,https://www.goodiptv.club/huya/23734246&data=normal
【陀枪师姐】永远的陈小生无法超越的经典,https://www.goodiptv.club/huya/23860039&data=normal
【洗冤录】节奏贼快·经典TVB剧情·瘦子欧阳震华出演,https://www.goodiptv.club/huya/23903130&data=normal
【神雕侠侣】不能超越的杨过和姑姑·古天乐最强出演,https://www.goodiptv.club/huya/23865171&data=normal
【鉴证实录】天网恢恢，疏而不漏,https://www.goodiptv.club/huya/23903183&data=normal
扫黄先锋·欧阳震华在不能不看,https://www.goodiptv.club/huya/23903196&data=normal
【使徒行者】正邪相斗情义两难,https://www.goodiptv.club/huya/23734256&data=normal
【创世纪】神预言，剧里的金融地产现在都成真了！,https://www.goodiptv.club/huya/23749083&data=normal
【大唐双龙传】爱你恨你，一生一世,https://www.goodiptv.club/huya/23728674&data=normal
金枝欲孽-宫斗剧才一开山既已是巅峰！,https://www.goodiptv.club/huya/23865036&data=normal
【大时代】史上主角疯子最多的片·荡气回肠大时代！,https://www.goodiptv.club/huya/23865161&data=normal
野蛮亲家血腥对线！,https://www.goodiptv.club/huya/23863796&data=normal
【笑看风云】再无包文龙，再无林贞烈,https://www.goodiptv.club/huya/23865058&data=normal
【妙手仁心】最出色的都市剧之一,https://www.goodiptv.club/huya/23829543&data=normal
【梁朝伟版鹿鼎记】梁朝伟和刘德华还能拒绝吗,https://www.goodiptv.club/huya/23734183&data=normal
射雕之九阴真经-姜大卫张智霖,https://www.goodiptv.club/huya/23824164&data=normal



【動畫-大馬路上來的好朋友】,#genre#

(日)(动画)全职猎人,https://www.goodiptv.club/douyu/6610883&data=normal
(日)(动画)灌篮高手,https://www.goodiptv.club/yy/1382735626&data=normal
(动画)中華小當家,https://www.goodiptv.club/huya/11342413&data=normal
(动画)中華小當家2,https://www.goodiptv.club/huya/24257300&data=normal
(动画)柯南,https://www.goodiptv.club/douyu/1783144&data=normal
(日)(动画)柯南,https://www.goodiptv.club/douyu/7050342&data=normal
(日)(动画)动画,https://www.goodiptv.club/douyu/997925&data=normal
(动画)海绵宝宝,https://www.goodiptv.club/douyu/3949681&data=normal
(动画)动漫推荐,https://www.goodiptv.club/douyu/5187099&data=normal
(说动漫)大鱼爱路飞,https://www.goodiptv.club/huya/25818873&data=normal
(说动漫)杰克动漫,https://www.goodiptv.club/huya/19757963&data=normal
(说动漫)余小二哦,https://www.goodiptv.club/huya/10279885&data=normal
(说动漫)皮皮看动漫,https://www.goodiptv.club/douyu/9837291&data=normal
(说动漫)洗碗君解说,https://www.goodiptv.club/douyu/9446706&data=normal
(说动漫)经典动漫,https://www.goodiptv.club/douyu/9455567&data=normal
(说动漫)鲁过一世,https://www.goodiptv.club/douyu/9716515&data=normal


【綜藝&運動-大馬路上來的好朋友】,#genre#

(脱口秀)脱口秀来了,https://www.goodiptv.club/huya/11352875&data=normal
(脱口秀)吐槽大会,https://www.goodiptv.club/huya/21059555&data=normal
(脱口秀)今晚80后脱口秀,https://www.goodiptv.club/huya/11352961&data=normal
(幽默短剧)经典小品相声,https://www.goodiptv.club/douyu/9273031&data=normal
(幽默短剧)陈翔六点半,https://www.goodiptv.club/huya/11274154&data=normal$decoder=2
(幽默短剧)万合天宜,https://www.goodiptv.club/douyu/9220456&data=normal
(幽默短剧)开心麻花,https://www.goodiptv.club/douyu/10153463&data=normal
(幽默短剧)趙本山经典,https://www.goodiptv.club/douyu/9817716&data=normal
(幽默短剧)贾玲经典,https://www.goodiptv.club/douyu/10419541&data=normal
(幽默短剧)宋小宝经典,https://www.goodiptv.club/douyu/9817729&data=normal
(幽默短剧)许君聪经典,https://www.goodiptv.club/douyu/10419558&data=normal
(幽默短剧)葱花,https://www.goodiptv.club/huya/11352938&data=normal
(外)(美食)厨房噩梦(Kitchen Nightmares),https://d12hafsmzbqmzo.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/KitchenNightmare2-prod/playlist.m3u8&data=normal
(美食)寻味&舌尖之的中国,https://www.goodiptv.club/huya/11352955&data=normal
(美食)风味人间,https://www.goodiptv.club/douyu/9650849&data=normal
(美食)日食记,https://www.goodiptv.club/douyu/2206405&data=normal
(美食)厨师长教你做菜,https://www.goodiptv.club/douyu/8144937&data=normal
(外)(美食)咸鱼放映,https://www.goodiptv.club/douyu/442280&data=normal
(外)(美食)品味頻道(Tastemade),https://d1v4n56wkd1tai.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-fqyqwipqmi0u0/playlist.m3u8&data=normal
(外)祝你好胃口(Bon Appétit),https://d2oaqmizhqjqau.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-4wdain833nzhm/playlist.m3u8&data=normal
(住宅)买不起看得起的豪宅,https://www.goodiptv.club/douyu/9314668&data=normal
(外)(住宅)住宅设计网(The Design Network),https://d2ot4615xhuuuh.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-zj5yk7f3ydbqu/playlist.m3u8&data=normal
(萌宠)花花与三貓,https://www.goodiptv.club/douyu/7348194&data=normal
(萌宠)萌宠搞笑,https://www.goodiptv.club/douyu/8653533&data=normal
(实境旅游)美国小哥郭杰瑞,https://www.goodiptv.club/douyu/7357786&data=normal
(实境旅游)敬汉卿,https://www.goodiptv.club/douyu/2912165&data=normal
(外)(实境综艺)跑男,https://www.goodiptv.club/huya/11336725&data=normal
(外)(实境综艺)欢乐综艺,https://www.goodiptv.club/douyu/131977&data=normal
(外)(野外)荒野求生,https://www.goodiptv.club/douyu/454867&data=normal
(综艺)篮球人物,https://www.goodiptv.club/douyu/8434598&data=normal
(综艺)介绍日韓(纳豆奶奶),https://www.goodiptv.club/douyu/8745628&data=normal


【運動&體育-大馬路上來的好朋友】,#genre#

(运动)子子廋身,https://www.goodiptv.club/huya/23966590&data=normal
(外)(运动)女子格斗,https://www.goodiptv.club/yy/1354946995&data=normal
(外)(运动)红牛(美),https://db38umy8gexon.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-f561zwy85csh9/playlist.m3u8&data=normal
(外)(运动)红牛(澳),https://d2wh218z89956x.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-w2lcn2ju6b68e/playlist.m3u8&data=normal
(体育)纬来育乐,rtmp://f13h.mine.nu/sat/tv701&data=normal
(体育)纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130&data=normal
(体育)纬来体育,rtmp://f13h.mine.nu/sat/tv721&data=normal
(体育)DAZN 1,rtmp://f13h.mine.nu/sat/tv731&data=normal
(体育)DAZN 2,rtmp://f13h.mine.nu/sat/tv741&data=normal
(体育)MoMo综合,rtmp://f13h.mine.nu/sat/tv761&data=normal
(体育)CCTV-5体育,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8&data=normal
(体育)CCTV-5+体育赛事,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8&data=normal
(体育)CCTV-16奧林匹克,https://node1.olelive.com:6443/live/CCTV16HD/hls.m3u8&data=normal

【比賽直播-大馬路上來的好朋友】,#genre#

(18:30)足协杯:江西庐山 vs浙江(06/22 18:30),https://ddkanqiu.net/zhibo/1704902.html&data=normal
(直播中)J联赛:町田泽维亚vs福冈黄蜂(06/22 14:00),https://ddkanqiu.net/zhibo/1704889.html&data=normal
(直播中)新西兰联: 马纳瓦喷射机vs 尼尔逊巨人(06/22 15:30),https://ddkanqiu.net/zhibo/1704890.html&data=normal
(17:00)J联赛:东京绿茵vs名古屋鲸八(06/22 17:00),https://ddkanqiu.net/zhibo/1704893.html&data=normal
(17:00)K联赛:大邱FCvs全北现代(06/22 17:00),https://ddkanqiu.net/zhibo/1704891.html&data=normal
(17:00)J联赛:新泻天鹅vs川崎前锋(06/22 17:00),https://ddkanqiu.net/zhibo/1704892.html&data=normal
(17:30)J联赛:大阪钢巴vs神户胜利船(06/22 17:30),https://ddkanqiu.net/zhibo/1704895.html&data=normal
(17:30)J联赛:磐田喜悦vs大阪樱花(06/22 17:30),https://ddkanqiu.net/zhibo/1704894.html&data=normal
(18:00)J联赛:湘南海洋vs东京FC(06/22 18:00),https://ddkanqiu.net/zhibo/1704900.html&data=normal
(18:00)J联赛:柏太阳神vs广岛三箭(06/22 18:00),https://ddkanqiu.net/zhibo/1704898.html&data=normal
(18:00)K联赛:大田市民vs光州FC(06/22 18:00),https://ddkanqiu.net/zhibo/1704896.html&data=normal
(18:00)J联赛:浦和红钻vs 鹿岛鹿角(06/22 18:00),https://ddkanqiu.net/zhibo/1704901.html&data=normal


【科學&自然-大馬路上來的好朋友】,#genre#

(科学)世界未解之谜,https://www.goodiptv.club/douyu/9369468&data=normal
(科学)科学黑历史,https://www.goodiptv.club/douyu/9317739&data=normal
(科学)领略宇宙星海,https://www.goodiptv.club/douyu/9412981&data=normal
(外)(自然)BBC地球(BBC Earth),https://d206rrc0yoxllg.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-staxtq3pp4n9p/BBC_Earth_US.m3u8&data=normal
(外)(自然)爱自然(Love Nature 4K),https://d18dyiwu97wm6q.cloudfront.net/playlist.m3u8&data=normal
(外)(自然)爱自然(Love Nature 4K),https://d18dyiwu97wm6q.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/LoveNature4K2-prod/playlist.m3u8&data=normal
(外)(自然)野生动物(Wild Life),https://d1vp12yk4i8ou5.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/WildLife2-prod/playlist.m3u8&data=normal
(外)(自然)国家地理频道,https://m.youtube.com/@NatGeo/streams/1
(外)(自然)国家地理频道2,https://m.youtube.com/@NatGeo/streams/2
(外)(自然)国家地理频道野生,https://m.youtube.com/@NatGeoWild/streams/1
(外)(自然)国家地理频道野生2,https://m.youtube.com/@NatGeoWild/streams/2
(外)(自然)国家地理频道兒童,https://m.youtube.com/@natgeokids/streams/1


【老胡音樂區-大馬路上來的好朋友】,#genre#

Cadena Elite,https://cloudvideo.servers10.com:8081/8004/index.m3u8&data=normal
Company TV,https://5929b138b139d.streamlock.net/CompanyTV/smil:CompanyTV.smil/master.m3u8&data=normal
Cantina TVnormal,https://vcp.myplaytv.com/cantinatv/cantinatv/playlist.m3u8&data=normal
AlbKanale Music TV,https://albportal.net/albkanalemusic.m3u8&data=normal
Global TV,https://stmv.video.gmpro.top/global/global/playlist.m3u8&data=normal
Kronehit,https://bitcdn-kronehit.bitmovin.com/v2/hls/playlist.m3u8&data=normal
Radio Contact,https://contact-live-hls.akamaized.net/hls/live/2038650/CONTACT-Live-HLS/master.m3u8&data=normal
Radio Javan TV,http://74.115.215.41/live/smil:rjtv.smil/playlist.m3u8&data=normal
RU.TV,https://strm.yandex.ru/kal/rutv_cv/rutv_cv0.m3u8&data=normal
Tu Música HD,https://cloudflare.streamgato.us:3125/live/megacinetvlive.m3u8&data=normal
V2Beat,http://de1se01.v2beat.live:80/chunks.m3u8&data=normal
Radiom20,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S62628868/uhdWBlkC1AoO/playlist.m3u8&data=normal
1Первый Музыкальный Канал HD,http://hz1.teleport.cc/HLS/HD.m3u8&data=normal
Первый Музыкальный Канал Россия,http://rtmp.one.by:2200&data=normal$decoder=2
Afrobeats,https://stream.ecable.tv/afrobeats/index.m3u8&data=normal
Clubbing TV,https://clubbingtv-rakuten.amagi.tv/playlist.m3u8&data=normal
CMC,https://cmc-ono.amagi.tv/playlist.m3u8&data=normal
DeepHouse District,https://eu-nl-012.worldcast.tv/dancetelevisiontwo/dancetelevisiontwo.m3u8&data=normal
Deluxe Lounge HD,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/9a087b26-8be4-11eb-a7de-bacfe1f83627/0/master.m3u8?country=DE&optout=0&uid=749544ec3d9a45d48c600d03cac91dfd&vendor=philips&data=normal
Deluxe Music,https://sdn-global-live-streaming-packager-cache.3qsdn.com/13456/13456_264_live.m3u8&data=normal
Euro Indie Music Chart TV,http://178.33.224.197:1935/euroindiemusic/euroindiemusic/playlist.m3u8&data=normal
